City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
53,berlevag,70.8578,29.0864,273.15,80,20,12.35,NO,1674523682
54,tornio,65.8481,24.1466,273.16,90,100,5.77,FI,1674523683
55,puerto ayora,-0.7393,-90.3518,297.34,96,93,3.13,EC,1674523563
56,kruisfontein,-34.0033,24.7314,293.67,84,86,8.75,ZA,1674523683
57,kovur,14.4833,79.9833,297.2,67,100,2.53,IN,1674523684
58,yerbogachen,61.2767,108.0108,226.85,100,76,0.84,RU,1674523684
59,nishihara,26.1842,127.7558,289.18,74,100,15.95,JP,1674523685
60,butaritari,3.0707,172.7902,300.21,79,44,8.15,KI,1674523554
61,mount gambier,-37.8333,140.7667,295.29,53,14,3.75,AU,1674523629
62,yellowknife,62.456,-114.3525,260.44,85,100,5.14,CA,1674523340
63,mehamn,71.0357,27.8492,273.12,86,75,12.35,NO,1674523685
64,avarua,-21.2078,-159.775,299.18,89,75,1.54,CK,1674523568
65,kapaa,22.0752,-159.319,300.33,72,75,3.09,US,1674523478
66,comodoro rivadavia,-45.8667,-67.5,299.07,31,0,7.72,AR,1674523686
67,catalao,-18.1658,-47.9464,291.8,95,98,1.11,BR,1674523687
68,east london,-33.0153,27.9116,297.96,78,16,1.1,ZA,1674523581
69,chuy,-33.6971,-53.4616,291.6,71,0,2.27,UY,1674523599
70,hasaki,35.7333,140.8333,277.71,86,100,3.99,JP,1674523589
71,lazaro cardenas,17.9583,-102.2,297.39,70,1,2.64,MX,1674523688
72,kharp,66.8014,65.8081,266.28,94,100,1.9,RU,1674523688
73,nara,34.6851,135.8049,282.31,39,100,5.3,JP,1674523688
74,port elizabeth,-33.918,25.5701,295.55,88,0,10.29,ZA,1674523548
75,mar del plata,-38.0023,-57.5575,293.2,76,0,4.47,AR,1674523587
76,buchanan,5.8808,-10.0467,299.29,84,100,3.0,LR,1674523689
77,victoria,22.2855,114.1577,287.73,54,98,10.28,HK,1674523457
78,guerrero negro,27.9769,-114.0611,288.55,46,24,2.63,MX,1674523690
79,atuona,-9.8,-139.0333,299.46,75,5,8.28,PF,1674523501
80,manaure,11.7751,-72.4445,299.76,71,91,8.1,CO,1674523690
81,auka,14.9333,-83.8333,295.38,91,39,1.75,HN,1674523691
82,kavieng,-2.5744,150.7967,302.17,73,97,5.83,PG,1674523403
83,khao wong,16.7001,104.0902,294.48,71,12,7.76,TH,1674523691
84,elizabethtown,37.694,-85.8591,273.2,87,0,0.0,US,1674523472
85,grand gaube,-20.0064,57.6608,297.25,80,100,1.34,MU,1674523692
86,chulman,56.8479,124.9104,242.78,94,100,3.82,RU,1674523692
87,kaspiysk,42.8816,47.6392,275.25,80,20,7.15,RU,1674523693
88,bucerias,20.75,-105.3333,297.58,73,100,1.54,MX,1674523693
89,bengkulu,-3.8004,102.2655,296.63,90,100,2.87,ID,1674523582
90,muros,42.7762,-9.0603,280.98,74,0,9.07,ES,1674523694
91,ballina,-28.8667,153.5667,300.94,73,1,4.22,AU,1674523694
92,khatanga,71.9667,102.5,230.83,96,69,2.11,RU,1674523571
93,ziyang,29.2497,117.8547,274.62,63,7,3.77,CN,1674523695
94,okhotsk,59.3833,143.3,243.82,81,75,6.03,RU,1674523695
95,pecos,31.4229,-103.4932,283.61,62,40,11.83,US,1674523570
96,rocky mountain house,52.3668,-114.9188,276.21,44,42,6.17,CA,1674523437
97,chernyshevskiy,63.0128,112.4714,238.66,96,100,2.0,RU,1674523696
98,coos bay,43.3665,-124.2179,282.14,89,0,4.12,US,1674523697
99,pisco,-13.7,-76.2167,295.18,78,0,8.75,PE,1674523509
100,litovko,49.2361,135.1742,237.71,94,70,0.44,RU,1674523697
101,nieuwpoort,51.1244,2.7735,276.49,87,100,4.12,BE,1674523698
102,mataura,-46.1927,168.8643,293.04,38,13,0.78,NZ,1674523550
103,bilibino,68.0546,166.4372,250.28,88,100,1.7,RU,1674523698
104,erenhot,43.6475,111.9767,250.18,79,2,4.36,CN,1674523699
105,baley,51.6,116.6333,237.55,94,16,1.76,RU,1674523699
106,castro,-24.7911,-50.0119,290.91,91,63,1.88,BR,1674523629
107,ribeira grande,38.5167,-28.7,289.69,71,18,11.62,PT,1674523592
108,north platte,41.1239,-100.7654,273.77,90,75,3.13,US,1674523700
109,dunedin,-45.8742,170.5036,288.04,61,73,1.34,NZ,1674523573
110,shaunavon,49.6501,-108.4181,268.03,79,100,7.25,CA,1674523701
111,saint-philippe,-21.3585,55.7679,295.92,84,100,3.14,RE,1674523595
112,jamestown,42.097,-79.2353,272.6,69,100,8.23,US,1674523295
113,afsin,38.2477,36.914,274.84,58,0,0.84,TR,1674523702
114,aksu,41.1231,80.2644,255.7,90,9,1.88,CN,1674523702
115,vestmanna,62.1564,-7.1664,278.66,93,100,5.14,FO,1674523703
116,abalak,58.1286,68.5944,256.26,98,64,2.36,RU,1674523703
117,la asuncion,11.0333,-63.8628,297.69,84,100,7.85,VE,1674523704
118,fortuna,40.5982,-124.1573,285.34,80,0,3.09,US,1674523628
119,bandarbeyla,9.4942,50.8122,296.9,71,100,7.18,SO,1674523597
120,naze,28.3667,129.4833,283.66,77,100,12.25,JP,1674523586
121,tuktoyaktuk,69.4541,-133.0374,247.15,76,20,6.69,CA,1674523601
122,longhua,23.6137,114.1919,283.72,54,40,5.23,CN,1674523705
123,abnub,27.2696,31.1511,285.63,72,0,2.93,EG,1674523705
124,marsh harbour,26.5412,-77.0636,296.48,82,42,7.13,BS,1674523706
125,berbera,10.4396,45.0143,295.67,76,79,2.36,SO,1674523706
126,saint george,37.1041,-113.5841,278.12,43,0,3.6,US,1674523324
127,myre,69.1036,15.9492,276.12,62,100,14.66,NO,1674523707
128,qom,34.6401,50.8764,274.35,63,7,1.92,IR,1674523707
129,rudnichnyy,59.617,52.4703,254.32,100,100,2.03,RU,1674523708
130,bantou,26.2151,117.4893,280.72,84,100,1.69,CN,1674523708
131,geraldton,-28.7667,114.6,297.38,78,100,5.66,AU,1674523708
132,tucuman,-26.8241,-65.2226,299.15,73,0,3.6,AR,1674523709
133,plettenberg bay,-34.0527,23.3716,293.72,86,98,4.57,ZA,1674523709
134,bethel,41.3712,-73.414,275.2,79,100,5.66,US,1674523625
135,mandalgovi,45.7625,106.2708,247.74,84,34,3.39,MN,1674523710
136,vila velha,-20.3297,-40.2925,300.12,91,75,2.06,BR,1674523518
137,ningbo,29.8782,121.5495,273.14,80,40,7.0,CN,1674523710
138,berekum,7.4534,-2.584,297.1,74,5,2.3,GH,1674523711
139,hay river,60.8156,-115.7999,262.14,85,75,2.06,CA,1674523711
140,bowen,-20.0167,148.2333,300.69,67,10,4.68,AU,1674523712
141,new norfolk,-42.7826,147.0587,296.87,71,4,0.89,AU,1674523572
142,hobart,-42.8794,147.3294,297.07,46,20,5.14,AU,1674523608
143,vinh,18.6667,105.6667,287.71,80,100,7.22,VN,1674523712
144,erzin,36.9559,36.2,283.77,59,0,2.34,TR,1674523713
145,mutoko,-17.397,32.2268,290.43,92,100,0.7,ZW,1674523713
146,sitka,57.0531,-135.33,280.09,81,100,3.09,US,1674523564
147,talcahuano,-36.7167,-73.1167,290.97,88,75,1.54,CL,1674523714
148,okha,53.5739,142.9478,245.21,93,100,8.11,RU,1674523714
149,isangel,-19.55,169.2667,302.99,71,26,3.25,VU,1674523610
150,port alfred,-33.5906,26.891,296.58,83,44,3.58,ZA,1674523612
151,paracatu,-17.2222,-46.8747,293.37,94,68,1.42,BR,1674523715
152,trinidad,-14.8333,-64.9,300.39,72,94,2.64,BO,1674523715
153,nikolskoye,59.7035,30.7861,268.1,95,98,3.27,RU,1674523590
154,praia,14.9215,-23.5087,293.45,73,20,4.12,CV,1674523716
155,dikson,73.5069,80.5464,249.1,84,100,14.85,RU,1674523569
156,klaksvik,62.2266,-6.589,279.66,98,100,7.59,FO,1674523717
157,evensk,61.95,159.2333,260.04,67,100,10.5,RU,1674523717
158,aguimes,27.9054,-15.4461,289.5,55,75,5.66,ES,1674523717
159,bredasdorp,-34.5322,20.0403,290.07,77,0,3.23,ZA,1674523482
160,torbay,47.6666,-52.7314,274.97,94,100,9.26,CA,1674523612
161,safaga,26.7292,33.9365,291.84,50,0,5.34,EG,1674523718
162,hofn,64.2539,-15.2082,272.92,95,100,6.42,IS,1674523628
163,poros,37.4994,23.4536,283.07,75,71,3.38,GR,1674523719
164,codrington,-38.2667,141.9667,294.64,65,100,4.58,AU,1674523580
165,vangaindrano,-23.35,47.6,297.34,91,100,5.32,MG,1674523720
166,acaponeta,22.4964,-105.3594,293.03,78,100,1.02,MX,1674523720
167,koyelga,54.6522,60.9049,255.8,97,25,2.39,RU,1674523721
168,chapais,49.7834,-74.8492,266.03,92,100,3.68,CA,1674523721
169,banyo,6.75,11.8167,293.18,27,100,1.64,CM,1674523721
170,rio cuarto,-33.1307,-64.3499,299.02,61,0,6.17,AR,1674523722
171,actopan,20.2667,-98.9333,286.51,80,36,2.56,MX,1674523722
172,mahebourg,-20.4081,57.7,297.18,94,75,2.57,MU,1674523573
173,hualmay,-11.0964,-77.6139,295.15,77,100,4.05,PE,1674523723
174,tibati,6.4667,12.6333,292.79,25,58,1.74,CM,1674523723
175,cabo san lucas,22.8909,-109.9124,295.76,67,40,8.75,MX,1674523618
176,najran,17.4924,44.1277,285.51,34,1,1.53,SA,1674523618
177,igarka,67.4667,86.5833,242.07,92,10,2.52,RU,1674523724
178,los llanos de aridane,28.6585,-17.9182,289.01,74,100,4.12,ES,1674523724
179,lingao,19.9103,109.6859,287.05,75,100,9.89,CN,1674523725
180,rocha,-34.4833,-54.3333,288.92,78,0,0.99,UY,1674523725
181,shakiso,5.75,38.9167,285.34,60,14,1.92,ET,1674523726
182,shache,38.4167,77.2406,256.52,89,4,2.21,CN,1674523726
183,santa cruz,-17.8,-63.1667,298.85,73,75,1.54,BO,1674523727
184,poum,-20.2333,164.0167,299.29,84,100,2.28,NC,1674523727
185,quatre cocos,-20.2078,57.7625,297.09,77,100,1.05,MU,1674523728
186,north bend,43.4065,-124.2243,282.1,89,0,4.12,US,1674523728
187,kurchum,48.5722,83.6542,255.26,88,100,2.33,KZ,1674523729
188,severo-kurilsk,50.6789,156.125,266.48,72,83,11.4,RU,1674523729
189,coacoyul,17.8058,-99.11,294.17,44,49,3.1,MX,1674523730
190,camacha,33.0833,-16.3333,287.83,63,40,5.66,PT,1674523625
191,rajapur,25.3833,81.15,289.05,66,79,2.51,IN,1674523731
192,acapulco,16.8634,-99.8901,300.05,69,0,2.57,MX,1674523731
193,xifeng,42.7372,124.7222,249.95,65,6,3.82,CN,1674523731
194,haines junction,60.7522,-137.5108,268.45,97,100,1.59,CA,1674523732
195,yulara,-25.2406,130.9889,303.38,23,54,6.15,AU,1674523564
196,ostrovnoy,68.0531,39.5131,269.11,90,100,12.86,RU,1674523497
197,leningradskiy,69.3833,178.4167,240.94,93,12,3.98,RU,1674523733
198,sao joao da barra,-21.6403,-41.0511,297.72,87,100,4.9,BR,1674523615
199,songjianghe,42.1859,127.479,245.97,78,98,2.91,CN,1674523733
200,souillac,-20.5167,57.5167,295.36,94,75,2.57,MU,1674523637
201,placido de castro,-10.3353,-67.1856,296.04,89,96,1.32,BR,1674523731
202,lorengau,-2.0226,147.2712,299.34,84,100,1.99,PG,1674523734
203,tiksi,71.6872,128.8694,236.99,100,86,1.23,RU,1674523615
204,deputatskiy,69.3,139.9,237.27,100,97,0.69,RU,1674523493
205,novyy urengoy,66.0833,76.6333,236.08,100,57,1.61,RU,1674523735
206,faanui,-16.4833,-151.75,298.27,78,100,6.05,PF,1674523582
207,qaanaaq,77.484,-69.3632,249.86,67,100,2.36,GL,1674523491
208,xichang,27.8964,102.2634,273.5,64,14,0.75,CN,1674523736
209,duku,11.2361,4.9073,297.4,17,4,2.43,NG,1674523736
210,nanortalik,60.1432,-45.2371,272.0,70,100,4.0,GL,1674523606
211,novokorsunskaya,45.6408,39.1464,273.62,81,6,5.63,RU,1674523737
212,saint-joseph,-21.3667,55.6167,295.36,84,100,1.51,RE,1674523574
213,illela,13.7292,5.2975,296.43,14,12,4.45,NG,1674523738
214,mayo,38.8876,-76.5119,278.7,63,100,8.75,US,1674523738
215,airai,-8.9266,125.4092,291.69,78,100,0.54,TL,1674523555
216,mitha tiwana,32.2486,72.1108,281.28,60,1,3.07,PK,1674523739
217,kununurra,-15.7667,128.7333,304.14,62,100,2.57,AU,1674523739
218,kitui,-1.367,38.0106,289.21,84,100,0.59,KE,1674523740
219,hamilton,39.1834,-84.5333,274.62,81,100,4.12,US,1674523700
220,portland,45.5234,-122.6762,282.23,78,75,2.57,US,1674523500
221,constitucion,-35.3333,-72.4167,288.33,95,19,2.6,CL,1674523740
222,esperance,-33.8667,121.9,297.22,46,0,2.53,AU,1674523570
223,saldanha,-33.0117,17.9442,290.28,87,0,3.21,ZA,1674523611
224,khandyga,62.6667,135.6,230.17,97,94,0.84,RU,1674523741
225,kumbo,6.2,10.6667,290.79,29,100,1.91,CM,1674523741
226,bestobe,52.4994,73.0975,258.6,97,95,3.78,KZ,1674523742
227,bayir,37.2687,28.2167,275.44,78,0,0.83,TR,1674523743
228,alice springs,-23.7,133.8833,306.9,40,34,1.34,AU,1674523743
229,nemuro,43.3236,145.575,270.63,69,100,2.79,JP,1674523743
230,belfast,54.5833,-5.9333,281.14,93,100,5.14,GB,1674523474
231,topolobampo,25.6,-109.05,291.1,59,40,5.14,MX,1674523744
232,samarai,-10.6167,150.6667,302.21,73,100,6.27,PG,1674523745
233,praesto,55.1178,12.0573,275.33,72,99,1.65,DK,1674523745
234,maloy,61.9353,5.1136,281.33,13,100,10.5,NO,1674523745
235,ixtapa,20.7,-105.2,297.16,73,100,1.54,MX,1674523746
236,pochutla,15.7432,-96.4661,300.05,75,22,1.77,MX,1674523747
237,mao,39.8885,4.2658,280.46,81,75,6.69,ES,1674523747
238,hobyo,5.3505,48.5268,297.37,78,36,9.63,SO,1674523747
239,man,7.4125,-7.5538,294.25,96,100,0.94,CI,1674523748
240,batagay-alyta,67.8006,130.4114,237.19,99,100,1.49,RU,1674523748
241,whitefish,48.4111,-114.3376,263.55,98,96,0.1,US,1674523749
242,rio grande,-32.035,-52.0986,295.49,69,0,5.11,BR,1674523576
243,gold coast,-28.0,153.4333,303.84,65,24,5.14,AU,1674523690
244,eyl,7.9803,49.8164,295.85,74,20,8.31,SO,1674523750
245,brest,52.1,23.7,273.7,91,10,1.86,BY,1674523750
246,vardo,70.3705,31.1107,270.14,86,0,10.8,NO,1674523750
247,krasnyy sulin,47.8922,40.0704,269.75,69,1,6.14,RU,1674523751
248,atasu,48.6814,71.6433,250.21,100,99,2.2,KZ,1674523751
249,shoreline,47.7557,-122.3415,279.72,86,100,1.54,US,1674523627
250,lompoc,34.6391,-120.4579,287.23,65,0,2.06,US,1674523578
251,dovolnoye,54.4958,79.6671,258.05,97,98,3.56,RU,1674523752
252,araouane,18.9048,-3.5265,292.57,15,0,4.04,ML,1674523753
253,pozo colorado,-23.4923,-58.7972,297.08,90,100,5.89,PY,1674523753
254,komsomolskiy,40.4272,71.7189,264.55,86,4,2.06,UZ,1674523754
255,diego de almagro,-26.3667,-70.05,293.41,53,0,1.74,CL,1674523619
256,kyren,51.6828,102.1408,253.0,89,100,0.67,RU,1674523755
257,bolshoy lug,52.0779,104.0919,248.25,94,100,3.88,RU,1674523755
258,auki,-8.7676,160.7034,298.55,88,100,0.83,SB,1674523755
259,mandera,3.9366,41.867,298.3,55,76,4.38,KE,1674523756
260,loreto,22.2667,-101.9667,288.87,30,49,5.1,MX,1674523756
261,green river,41.5286,-109.4662,264.37,98,8,1.79,US,1674523561
262,flin flon,54.7682,-101.865,253.56,99,100,1.05,CA,1674523757
263,port lincoln,-34.7333,135.8667,293.36,67,33,6.96,AU,1674523462
264,aklavik,68.2191,-135.0107,249.74,98,100,4.18,CA,1674523639
265,loralai,30.3705,68.598,273.4,44,0,2.81,PK,1674523758
266,bealanana,-14.55,48.7333,291.19,91,100,2.51,MG,1674523758
267,shieli,44.1667,66.75,266.95,75,89,2.74,KZ,1674523759
268,port hedland,-20.3167,118.5667,304.18,55,100,5.14,AU,1674523577
269,pevek,69.7008,170.3133,244.37,86,73,1.3,RU,1674523616
270,dire,12.2833,-10.9667,298.43,22,0,0.44,ML,1674523760
271,kamaishi,39.2667,141.8833,276.79,67,100,1.32,JP,1674523761
272,yakovlevka,44.425,133.4772,244.96,85,100,2.94,RU,1674523762
273,kodiak,57.79,-152.4072,278.88,75,100,2.57,US,1674523493
